"PC1","PC2","PC3","PC4","PC5","PC6"
-2.67380714203787,-0.615530838310455,0.186414671919155,-0.0519491016314011,0.784726539661398,0.186710858448719
-3.00011574007906,-0.54768219610947,0.162022799826198,-0.237525827390961,0.488771292811995,0.0574956055438596
-2.83756459585641,-0.410908539496552,0.417753862433549,-0.119972104039371,0.528026226189714,0.122925916178716
-3.08609814593316,-0.668472476878506,0.294839254649098,-0.327269951181709,0.47894563405873,0.106447680636554
-2.93665753103978,-0.482121304830619,0.141887089192419,-0.283204863898417,0.361708676703964,0.0464695561039731
-2.58005687497129,-0.615830249477337,-0.102299347649016,-0.259845485001865,0.338498901405062,-0.0623279516261055
-2.82289085866474,-0.314308595538976,0.116228127463338,-0.212376973967992,-0.0526678360317994,0.00678538996435809
-1.48012140109549,0.891021829271144,0.135908439275591,0.472510820521285,-0.762177754091255,-0.206478771188042
-2.95299636236867,-1.16977290610034,0.175198990759391,-0.262265736346651,0.0649273834760695,-0.0716787817523781
-1.92345749105638,0.396816411051979,-0.51039577140793,-0.190650229370163,-0.0148504722591982,-0.2002480621929
-2.11141576798198,-1.32698848698174,0.444185781936613,0.114486786748534,1.33076407488594,0.463668607404544
-2.47543170885742,0.117090887739753,-0.0557841283173016,-0.153387885473414,-0.196397026931139,-0.364402893138708
-2.79717388777656,-0.475049833009816,0.160453298030154,0.0288414186496062,0.674871852201606,0.0903424714755325
-2.79764542243587,-0.90755524122729,0.355369343524994,-0.0876755498025896,0.805933187993541,0.132805024062543
-2.57512883428527,-0.344967824513853,-0.0453147026745409,0.0680579877291082,0.354619734953812,-0.0601890056772114
-2.66772449218356,-0.197103811123872,0.102621094571227,-0.131274339110277,0.343197671654933,0.0192529842875766
-2.429738068323,-0.593962855703092,0.129017606956785,0.162833750783206,0.377268482707605,-0.104224886173328
-2.81112330656038,-0.390709413195242,0.161042354319708,-0.188423008678803,0.247192377043173,0.0456906199386008
-3.08609814593316,-0.668472476878506,0.294839254649098,-0.327269951181709,0.47894563405873,0.106447680636554
-2.43568557445163,0.0397603182429117,0.195811682163889,-0.313173952624607,-0.043473274853281,-0.36420881636086
-2.78229161238108,-0.679180740452361,0.182691852125166,-0.10361731015203,0.681594605968606,0.111892389185759
-2.99640424858018,-0.522024722474256,0.220491685327819,-0.280132630730046,0.409860441057778,0.0526302133816699
-1.2756572601761,0.773380149746953,0.0626824424485804,0.526236480992909,0.250566278858132,0.19463405313224
-2.62571918628304,-0.558759024536188,0.0954144248408544,-0.0351287207882154,0.400387843314058,-0.267073552296774
-2.62869908843091,-0.165870504807473,0.432869183439861,-0.340084211598537,-0.219460986904505,-0.076132611314094
-2.51585817756643,-1.06217722315835,0.545864271589769,0.0427904984251135,0.887573377307675,0.261097762844688
-2.98464355346537,-0.73344476407186,0.360384900942632,-0.241395526317218,0.594252772961221,0.15033233169108
-2.5055194686198,0.0962174398157645,0.334086842825629,-0.210740977099028,-0.460423966429639,-0.13217993403277
-2.82322563051944,-0.495475962694092,0.022026186767887,-0.166009581501611,0.360388600106109,0.0230808502688629
-2.63670772287999,-0.291933495824659,0.0937851885873057,-0.0108535097725681,0.261939562858467,0.0332882180748008
-2.57677546193621,-0.0167431229268964,0.240110115920003,-0.13670076064279,-0.287627496302042,-0.198817929459659
-1.80092666267016,0.0780827542392111,-0.519192676728252,0.760975363413499,0.472976205075502,0.455338536536664
-3.07385121551677,-0.729625668488378,0.260242778084698,-0.315744607946726,0.427063114706636,0.101418114408569
-2.10887222396244,-0.297147842720857,0.265537902846737,0.473282189896983,1.18085798917886,0.439581393365016
-2.73167371360896,-0.817172759576395,0.142417138654661,-0.0632560784591787,0.738063927155555,0.131882450787987
-2.91535359867918,-0.917600816573806,0.17435971094098,-0.30285692812895,0.531699914065486,0.0964110431390956
-1.87148213738229,0.590269551138465,0.0874295774805767,0.627821564973526,-0.827750562530461,0.762826044054867
-2.87453708334854,-1.12728803071842,0.10404060267991,-0.262872965516392,0.294223201363457,0.0889848780899901
-2.2182377332488,-0.209866504605917,0.483129173070258,0.433951094846455,0.827422747468649,0.318361795703996
-1.95017248612091,0.285715101054136,-0.408335200988022,0.0571510780044428,0.494640729113576,-0.144941642369309
-2.33184359221795,-0.586623525791653,0.607484882401765,0.164477070368526,0.952221505500251,0.278966416145401
-2.81307454518915,-1.05013053961061,0.293195037234795,-0.334655554210212,0.523217951314904,-0.0775527516744502
-1.74487260592278,-2.42163150942253,-0.133776660366155,0.380115463230127,0.835528549563301,-0.334895890926073
-1.8839119704594,-2.34554555409948,0.676982003516979,-0.0303593118488451,0.324601771782869,-0.0909944925216628
-2.78736525009207,-0.351819031321955,0.153184883644523,-0.123301979712432,0.459059924968285,0.0174911450468624
-2.98532200789941,-0.731932380693347,0.358978866630074,-0.239570639110481,0.591215274761981,0.150388094263478
-1.94854365236108,-0.133809458389084,0.886209654611161,0.69105524702018,0.957056409028022,0.398705065282846
-2.98720591758817,-0.553488172421439,0.296990413164126,-0.222462056218381,0.514097565899035,0.1473732055308
-2.73251365877034,-0.580096870133818,0.121080528735153,0.0553851860649083,0.641904748551734,0.232601714063464
-3.08609814593316,-0.668472476878506,0.294839254649098,-0.327269951181709,0.47894563405873,0.106447680636554
-1.94143478397417,0.296265518067184,-0.294161953593584,-0.683246643083111,0.178700790101008,-0.224920773541566
-2.65314336471278,-0.370045232133723,-0.00389035380565599,-0.424330215442185,0.0111933903810614,0.0388441313755305
-3.08609814593316,-0.668472476878506,0.294839254649098,-0.327269951181709,0.47894563405873,0.106447680636554
-3.01976379330479,-0.557927731846688,0.261660695647678,-0.300132051209011,0.317389811649378,0.0624317983024905
